sales_method_,years_as_customer_,state_,revenue_mean,revenue_sum,nb_sold_mean,nb_sold_sum
Email,4,Nebraska,101.00875,808.07,10.125,81
Email,1,Nebraska,100.125,801.0,10.222222222222221,92
Call,8,New York,46.92588235294118,797.74,9.294117647058824,158
Email,11,Pennsylvania,99.66875,797.35,9.88888888888889,89
Call,4,Georgia,44.25333333333333,796.56,8.833333333333334,159
Call,0,Ohio,49.769375,796.31,10.166666666666666,183
Email and call,6,Minnesota,198.4875,793.95,12.4,62
Call,1,Kentucky,52.458,786.87,10.4,156
Email,7,South Carolina,98.35375,786.83,9.666666666666666,87
Email,1,Kansas,97.84875,782.79,9.727272727272727,107
Email and call,4,Virginia,195.5025,782.01,13.333333333333334,80
Email,5,Indiana,97.4525,779.62,9.88888888888889,89
Email and call,16,North Carolina,194.7475,778.99,13.0,52
Email and call,0,Minnesota,194.7125,778.85,12.75,51
Email,5,Maryland,96.83,774.64,9.875,79
Email,12,Florida,96.7975,774.38,9.555555555555555,86
Email and call,10,Pennsylvania,193.56,774.24,12.8,64
Email,6,Kansas,96.7675,774.14,9.777777777777779,88
Email and call,1,Maryland,192.9725,771.89,12.25,98
Call,4,Ohio,48.011250000000004,768.1800000000001,9.625,154
Email,2,New Mexico,95.86125,766.89,9.625,77
Email,11,Michigan,95.85875,766.87,9.1,91
Call,3,Georgia,47.849375,765.59,9.5,152
Email,12,Texas,95.695,765.56,9.5,76
Email and call,11,New York,152.668,763.34,10.0,50
Email and call,13,Texas,190.7025,762.81,12.75,51
Email,3,Utah,95.21125,761.69,9.444444444444445,85
Email,9,Indiana,95.05250000000001,760.4200000000001,9.8,98
Email and call,6,New Jersey,189.81,759.24,12.75,51
Email,7,Virginia,94.7125,757.7,9.5,76
Email and call,2,Massachusetts,189.09,756.36,12.5,50
Email and call,5,Colorado,188.945,755.78,12.75,51
Email,0,Iowa,94.4325,755.46,9.5,76
Email,8,Missouri,94.28125,754.25,9.375,75
Email and call,1,Colorado,188.2525,753.01,11.8,59
Email and call,5,Pennsylvania,187.8375,751.35,11.857142857142858,83
Email and call,5,Connecticut,187.6975,750.79,12.75,51
Email,3,Iowa,93.695,749.56,9.375,75
Call,0,Illinois,49.916000000000004,748.74,9.9375,159
Call,6,Florida,49.6,744.0,9.6875,155
Email and call,1,Indiana,185.94,743.76,12.75,102
Email and call,2,Idaho,185.85,743.4,12.25,49
Email,9,Virginia,105.88000000000001,741.1600000000001,10.375,83
Email and call,5,Tennessee,185.26999999999998,741.0799999999999,12.25,49
Email,5,Massachusetts,91.55,732.4,9.363636363636363,103
Email and call,3,Maryland,182.785,731.14,12.0,48
Email,6,Minnesota,91.33375,730.67,9.222222222222221,83
Call,3,Maryland,52.087857142857146,729.23,10.428571428571429,146
Call,1,Indiana,48.45,726.75,9.588235294117647,163
Email and call,13,California,181.26999999999998,725.0799999999999,12.0,48
Call,5,Washington,51.728571428571435,724.2,10.357142857142858,145
Email and call,11,California,144.268,721.34,9.8,49
Call,1,South Carolina,48.050666666666665,720.76,9.533333333333333,143
Email and call,3,Oregon,180.04,720.16,12.25,49
Email and call,3,Oklahoma,179.96499999999997,719.8599999999999,11.75,47
Email,2,Kansas,102.70857142857143,718.96,9.88888888888889,89
Email and call,0,Indiana,179.195,716.78,11.6,58
Call,0,New Jersey,47.70466666666667,715.57,9.647058823529411,164
Email and call,11,Virginia,178.0525,712.21,12.0,48
Call,1,Oregon,50.84285714285715,711.8000000000001,10.214285714285714,143
Email and call,7,New York,177.85750000000002,711.4300000000001,12.0,48
Email and call,15,New York,177.85,711.4,12.0,48
Email,7,Oregon,101.48142857142857,710.37,10.0,80
Email and call,10,Texas,177.01,708.04,11.8,59
Email,5,New Hampshire,100.90857142857143,706.36,10.125,81
Email,11,New Jersey,88.285,706.28,8.875,71
Email,4,Colorado,100.83142857142857,705.82,10.25,82
Email and call,8,New York,176.375,705.5,11.5,46
Call,0,Arizona,54.26769230769231,705.48,10.692307692307692,139
Email,12,Virginia,100.76428571428572,705.35,10.0,70
Email and call,2,Tennessee,176.13,704.52,11.75,47
Call,0,Georgia,50.18714285714286,702.62,10.071428571428571,141
Email,10,Ohio,87.73625,701.89,9.272727272727273,102
Email and call,6,Tennessee,175.425,701.7,11.8,59
Email,3,Mississippi,100.11857142857143,700.83,9.714285714285714,68
Email,9,Ohio,100.07428571428571,700.52,9.88888888888889,89
Email,1,West Virginia,100.0457142857143,700.32,9.857142857142858,69
Email,8,North Carolina,99.91285714285713,699.39,9.75,78
Call,3,Tennessee,49.91857142857143,698.86,10.0,140
Call,5,Michigan,46.36266666666667,695.44,9.333333333333334,140
Call,6,Pennsylvania,49.60642857142857,694.49,9.928571428571429,139
Email,6,Colorado,99.01428571428572,693.1,10.0,70
Call,11,California,46.05866666666667,690.88,9.133333333333333,137
Email and call,6,Alabama,172.1625,688.65,11.25,45
Email,10,Pennsylvania,97.52142857142857,682.65,9.666666666666666,87
Email,5,Tennessee,97.26142857142857,680.8299999999999,10.0,80
Email,5,Oregon,97.23571428571428,680.65,9.714285714285714,68
Email,5,Minnesota,97.04714285714286,679.33,9.857142857142858,69
Call,5,Illinois,45.282000000000004,679.23,9.0,144
Call,7,Florida,48.50928571428572,679.13,9.785714285714286,137
Call,2,Michigan,48.402142857142856,677.63,9.642857142857142,135
Email and call,5,Virginia,169.2425,676.97,11.4,57
Email,0,Utah,96.68571428571428,676.8,9.714285714285714,68
Email,3,Kansas,96.64571428571428,676.52,9.666666666666666,87
Email and call,2,Kansas,169.0975,676.39,11.25,45
Email,7,Louisiana,96.58428571428571,676.09,9.857142857142858,69
Email,5,Arizona,96.51714285714286,675.62,9.571428571428571,67
Email,10,Michigan,95.82285714285715,670.76,9.714285714285714,68
Call,2,Minnesota,47.84142857142857,669.78,9.5,133
Call,2,Tennessee,47.71642857142857,668.03,9.588235294117647,163
Email and call,10,Illinois,166.57999999999998,666.3199999999999,11.25,45
Email,4,Arkansas,94.87142857142858,664.1,9.714285714285714,68
Email,4,Minnesota,94.19428571428571,659.36,9.285714285714286,65
Email,3,West Virginia,109.76333333333334,658.58,11.0,66
Email,4,Kentucky,93.60714285714286,655.25,9.25,74
Email and call,0,Louisiana,163.7875,655.15,10.8,54
Email,3,Idaho,93.49714285714286,654.48,9.25,74
Call,6,North Carolina,43.605333333333334,654.08,8.666666666666666,130
Email and call,10,New York,163.275,653.1,10.75,43
Email,5,Kansas,92.89714285714285,650.28,9.285714285714286,65
Email,10,Florida,92.34857142857143,646.44,9.5,76
Email,4,Utah,107.68,646.08,10.833333333333334,65
Email and call,6,Arkansas,215.33333333333334,646.0,14.333333333333334,43
Call,1,Minnesota,46.12285714285714,645.72,9.2,138
Call,7,New York,46.004999999999995,644.0699999999999,9.285714285714286,130
Email,13,Illinois,91.86571428571428,643.06,9.142857142857142,64
Email and call,5,Indiana,160.57,642.28,11.0,55
Email and call,3,New Jersey,160.54500000000002,642.1800000000001,11.0,77
Email,8,Virginia,91.68285714285715,641.78,9.142857142857142,64
Email,5,Oklahoma,106.88,641.28,11.0,66
Email and call,7,Washington,213.42333333333332,640.27,14.5,58
Email and call,0,Connecticut,211.98000000000002,635.94,14.25,57
Email and call,7,New Jersey,211.88333333333333,635.65,14.0,42
Email,11,Virginia,90.71857142857142,635.03,9.0,63
Email and call,0,Iowa,210.42999999999998,631.29,13.5,54
Email and call,0,Oklahoma,210.24666666666667,630.74,14.0,42
Email,5,Kentucky,89.97714285714287,629.84,9.0,72
Call,3,Indiana,48.42,629.46,9.692307692307692,126
Email and call,7,North Carolina,157.15,628.6,10.8,54
Email,7,Oklahoma,104.41166666666668,626.47,10.333333333333334,62
Email and call,10,California,208.82333333333335,626.47,13.5,54
Email and call,6,Michigan,155.9575,623.83,10.5,42
Email,0,Oklahoma,103.34499999999998,620.0699999999999,10.0,80
Email,7,Alabama,88.50285714285714,619.52,8.875,71
Email and call,25,California,206.17,618.51,12.75,51
Email,13,Texas,88.27857142857144,617.95,8.857142857142858,62
Call,2,Massachusetts,47.53307692307692,617.93,9.307692307692308,121
Call,0,Michigan,47.26384615384615,614.43,9.642857142857142,135
Call,8,Texas,50.88583333333333,610.63,10.0,130
Email,10,Illinois,101.75999999999999,610.56,10.166666666666666,61
Email and call,3,Connecticut,203.34333333333333,610.03,13.666666666666666,41
Call,4,Tennessee,46.75384615384615,607.8,9.466666666666667,142
Email and call,6,Kentucky,202.58666666666667,607.76,14.0,56
Email,4,South Carolina,100.69833333333334,604.19,10.166666666666666,61
Email,12,Michigan,100.65666666666668,603.94,10.0,60
Email,7,Tennessee,100.46333333333332,602.78,9.857142857142858,69
Email and call,8,Massachusetts,200.74666666666667,602.24,13.333333333333334,40
Email,5,Nevada,100.34500000000001,602.07,10.0,60
Email and call,1,Alabama,200.64666666666668,601.94,13.333333333333334,40
Email,8,Minnesota,100.11833333333334,600.71,10.166666666666666,61
Call,4,Illinois,45.95923076923077,597.47,9.357142857142858,131
Email,0,Alabama,98.96833333333332,593.81,10.0,70
Email,9,Arizona,98.85833333333333,593.15,9.5,76
Email,1,Hawaii,98.80333333333334,592.82,10.428571428571429,73
Email and call,5,South Carolina,197.40666666666667,592.22,13.0,39
Email and call,7,Virginia,196.99666666666667,590.99,13.0,39
Email,8,Wisconsin,98.39833333333333,590.39,9.666666666666666,58
Email and call,3,Nevada,196.76333333333332,590.29,13.0,39
Email and call,0,Hawaii,196.67333333333332,590.02,13.5,54
Email,12,Pennsylvania,98.22166666666668,589.33,9.833333333333334,59
Email,5,Iowa,98.09500000000001,588.57,10.142857142857142,71
Call,1,Missouri,49.03,588.36,9.833333333333334,118
Email,6,Louisiana,97.81,586.86,9.666666666666666,58
Email,4,Mississippi,97.705,586.23,9.833333333333334,59
Email,9,North Carolina,97.49833333333333,584.99,9.875,79
Email and call,1,Kansas,194.93666666666664,584.81,13.0,39
Call,4,Michigan,48.63666666666666,583.64,9.666666666666666,116
Email,6,Alabama,97.09166666666665,582.55,9.666666666666666,58
Call,9,New York,48.28,579.36,9.666666666666666,116
Email,9,New Jersey,96.07666666666667,576.46,9.666666666666666,58
Call,4,North Carolina,44.17923076923077,574.33,8.928571428571429,125
Call,1,Wisconsin,47.79416666666666,573.53,9.384615384615385,122
Email,0,Nebraska,95.50833333333333,573.05,9.5,57
Call,4,Maryland,52.06909090909091,572.76,10.363636363636363,114
Email and call,3,Tennessee,189.57333333333335,568.72,12.333333333333334,37
Call,3,Missouri,47.262499999999996,567.15,9.583333333333334,115
Email and call,6,Louisiana,188.91666666666666,566.75,12.0,48
Email,5,Connecticut,94.36,566.16,9.428571428571429,66
Email and call,4,North Carolina,188.51,565.53,12.333333333333334,37
Call,3,South Carolina,51.33909090909091,564.73,10.363636363636363,114
Email and call,1,Idaho,188.16,564.48,12.666666666666666,38
Email and call,2,Iowa,188.06333333333336,564.19,12.333333333333334,37
Email,11,Tennessee,94.02666666666666,564.16,9.333333333333334,56
Email,13,Pennsylvania,93.97333333333334,563.84,9.428571428571429,66
Email,0,New Mexico,93.90666666666665,563.4399999999999,9.666666666666666,58
Email and call,4,Kentucky,187.6866666666667,563.0600000000001,13.0,52
Email,6,Maryland,93.84166666666665,563.05,9.166666666666666,55
Email,7,Iowa,93.65499999999999,561.93,9.428571428571429,66
Email and call,4,Minnesota,186.42999999999998,559.29,11.8,59
Email and call,8,Georgia,186.3166666666667,558.95,13.0,52
Email,10,Tennessee,92.89333333333333,557.36,9.5,57
Email and call,10,Florida,184.99333333333334,554.98,12.666666666666666,38
Email and call,6,Mississippi,184.83333333333334,554.5,12.333333333333334,37
Email and call,5,Georgia,184.79333333333332,554.38,12.333333333333334,37
Email,9,Washington,92.38499999999999,554.31,9.333333333333334,56
Email,8,Michigan,92.37,554.22,9.166666666666666,55
Email and call,12,Virginia,184.72333333333336,554.1700000000001,12.333333333333334,37
Email and call,10,North Carolina,184.20666666666668,552.62,12.0,36
Email and call,8,Ohio,183.91,551.73,12.0,36
Email and call,6,Wisconsin,183.76,551.28,12.333333333333334,37
Email and call,4,Mississippi,182.46,547.38,12.333333333333334,37
Call,2,Wisconsin,45.585,547.02,9.384615384615385,122
Email,17,California,91.07666666666667,546.46,9.142857142857142,64
Email and call,7,Illinois,181.60333333333332,544.81,12.0,36
Email,10,Massachusetts,108.27000000000001,541.35,10.8,54
Email,3,Arkansas,90.13166666666666,540.79,9.0,72
Call,1,Connecticut,53.973,539.73,10.7,107
Email,4,Oklahoma,89.89,539.34,9.166666666666666,55
Call,1,Oklahoma,48.959999999999994,538.56,9.727272727272727,107
Email and call,6,Georgia,179.41666666666666,538.25,12.0,36
Email,0,Oregon,89.65333333333332,537.92,9.0,54
Email,9,Alabama,89.42666666666666,536.56,9.166666666666666,55
Email and call,2,South Dakota,178.84,536.52,12.0,36
Call,4,Kentucky,48.75818181818182,536.34,9.727272727272727,107
Email and call,4,Colorado,178.57000000000002,535.71,11.666666666666666,35
Email and call,14,Florida,178.12,534.36,12.0,36
Email,5,Arkansas,89.005,534.03,8.833333333333334,53
Email,18,California,88.5,531.0,8.666666666666666,52
Call,2,Oklahoma,48.25363636363636,530.79,9.727272727272727,107
Email and call,1,Nevada,176.74666666666667,530.24,11.666666666666666,35
Email,12,New York,88.24666666666667,529.48,9.0,63
Email and call,6,New Mexico,176.23000000000002,528.69,11.333333333333334,34
Email and call,4,Indiana,175.3033333333333,525.91,11.666666666666666,35
Call,0,Pennsylvania,47.67909090909091,524.47,9.363636363636363,103
Call,4,Pennsylvania,47.58454545454546,523.4300000000001,9.272727272727273,102
Call,3,Colorado,52.196000000000005,521.96,10.5,105
Email and call,1,Hawaii,173.84333333333333,521.53,11.666666666666666,35
Email and call,5,Missouri,173.75333333333333,521.26,12.5,50
Call,0,North Carolina,47.34,520.74,9.454545454545455,104
Email and call,2,Missouri,173.54333333333332,520.63,11.75,47
Call,13,California,47.25363636363636,519.79,9.363636363636363,103
Call,0,Louisiana,51.94199999999999,519.42,10.4,104
Email and call,2,Mississippi,172.82000000000002,518.46,11.0,44
Email and call,7,Colorado,172.56000000000003,517.6800000000001,11.333333333333334,34
Email,15,Pennsylvania,103.008,515.04,10.2,51
Email and call,9,Indiana,169.66,508.97999999999996,11.333333333333334,34
Email and call,7,Florida,169.43333333333334,508.3,11.333333333333334,34
Email,14,Texas,101.548,507.74,10.4,52
Call,1,Colorado,50.738,507.38,10.1,101
Email,4,Wisconsin,101.458,507.29,10.4,52
Email and call,2,Kentucky,168.29,504.87,11.0,33
Email,0,Maine,100.128,500.64,10.0,50
Call,5,Missouri,50.025,500.25,10.0,100
Email and call,3,South Carolina,166.73,500.19,11.333333333333334,34
Email,10,New Jersey,99.95599999999999,499.78,10.0,50
Email,9,Louisiana,99.71,498.54999999999995,10.2,51
Email and call,5,North Carolina,165.94,497.82,12.0,48
Email and call,9,South Carolina,165.43333333333334,496.3,11.0,33
Call,1,Alabama,44.944545454545455,494.39,9.0,99
Call,8,Michigan,44.85454545454545,493.4,8.909090909090908,98
Email,10,Georgia,98.646,493.23,10.0,50
Email and call,12,Ohio,164.16,492.48,11.0,33
Email,1,Arkansas,98.474,492.37,10.0,70
Call,11,Texas,49.190999999999995,491.90999999999997,9.909090909090908,109
Email,8,Iowa,98.372,491.86,9.8,49
Email and call,4,Connecticut,163.70000000000002,491.1,11.75,47
Call,3,Wisconsin,48.82899999999999,488.28999999999996,9.7,97
Call,5,North Carolina,44.21272727272727,486.34,8.818181818181818,97
Call,4,Indiana,48.618,486.18,9.6,96
Call,9,Texas,43.940000000000005,483.34000000000003,8.727272727272727,96
Email,7,Kansas,96.64000000000001,483.20000000000005,9.4,47
Email,11,North Carolina,96.59,482.95,10.0,50
Email,14,New York,96.574,482.87,9.5,57
Email and call,22,New York,160.9466666666667,482.84000000000003,10.666666666666666,32
Email,15,New York,95.868,479.34,9.6,48
Email,8,Tennessee,95.148,475.74,9.333333333333334,56
Call,6,Tennessee,47.562,475.62,9.5,95
Call,2,Missouri,43.18363636363636,475.02,8.727272727272727,96
Email,13,Alabama,94.702,473.51,9.4,47
Call,6,Washington,47.325,473.25,9.5,95
Email and call,3,Wisconsin,157.74,473.22,11.0,33
Call,0,Massachusetts,47.312,473.12,9.5,95
Email,15,Texas,94.562,472.81,9.4,47
Call,0,Indiana,47.266999999999996,472.66999999999996,9.5,95
Email,3,Nevada,94.33399999999999,471.66999999999996,9.714285714285714,68
Call,5,Arizona,52.378888888888895,471.41,10.5,105
Email,10,South Carolina,94.19,470.95,9.4,47
Email and call,6,Pennsylvania,156.91666666666666,470.75,10.333333333333334,31
Email and call,10,Michigan,156.77,470.31,10.666666666666666,32
Email,3,Kentucky,93.76599999999999,468.83,9.333333333333334,56
Email and call,3,Hawaii,233.765,467.53,16.0,32
Email and call,9,Florida,155.54666666666665,466.64,10.333333333333334,31
Email,9,Georgia,93.31,466.55,9.4,47
Email,10,Kentucky,93.29400000000001,466.47,9.166666666666666,55
Email and call,9,Virginia,155.41,466.23,10.666666666666666,32
Email and call,15,California,155.40666666666667,466.22,11.5,46
Email,7,Nebraska,93.186,465.93,9.666666666666666,58
Call,6,Virginia,46.512,465.12,9.3,93
Email and call,7,Massachusetts,154.91333333333333,464.74,10.333333333333334,31
Email and call,10,Connecticut,154.76666666666668,464.3,10.333333333333334,31
Email,20,Texas,92.644,463.22,9.2,46
Email,2,West Virginia,92.598,462.99,9.5,57
Email,4,Nevada,92.292,461.46,9.5,57
Email and call,3,Utah,229.86,459.72,15.0,30
Email and call,8,North Carolina,229.07,458.14,15.0,30
Email,8,Arizona,91.606,458.03,9.2,46
Email,16,Georgia,91.604,458.02,9.2,46
Email and call,8,Florida,152.54333333333332,457.63,10.5,42
Email and call,7,Arizona,152.13666666666666,456.40999999999997,10.75,43
Email and call,2,Arkansas,227.9,455.8,15.0,45
Email and call,3,Maine,227.38,454.76,15.0,30
Email and call,7,Georgia,226.64999999999998,453.29999999999995,15.0,45
Call,1,Washington,50.33555555555555,453.02,9.9,99
Email,11,Missouri,90.526,452.63,9.0,45
Email,15,California,90.312,451.56,8.8,44
Call,2,Maryland,50.16888888888889,451.52,10.545454545454545,116
Email and call,8,Tennessee,225.625,451.25,14.0,42
Email,8,Kentucky,90.118,450.59,9.0,54
Email,2,Maine,89.84,449.2,8.8,44
Email,0,Nevada,111.745,446.98,11.25,45
Call,1,Iowa,49.54777777777778,445.93,10.3,103
Call,1,Louisiana,49.41111111111111,444.7,9.9,99
Email,6,South Carolina,88.75800000000001,443.79,8.8,44
Call,13,Texas,49.25444444444444,443.28999999999996,9.88888888888889,89
Email,9,Kentucky,88.502,442.51,8.6,43
Call,10,Texas,43.727,437.27,8.916666666666666,107
Call,1,Massachusetts,48.54222222222222,436.88,10.0,110
Call,9,Pennsylvania,48.40111111111111,435.61,9.777777777777779,88
Email and call,8,Connecticut,143.86666666666667,431.6,9.333333333333334,28
Call,8,North Carolina,47.79333333333333,430.14,9.555555555555555,86
Call,5,Massachusetts,42.933,429.33,8.666666666666666,104
Call,6,Minnesota,47.47777777777778,427.3,9.333333333333334,84
Call,3,Massachusetts,47.23777777777778,425.14,9.333333333333334,84
Email and call,10,Utah,212.41,424.82,14.0,28
Call,5,New Jersey,53.07375,424.59,10.75,86
Call,8,Illinois,47.17111111111112,424.54,9.333333333333334,84
Email and call,1,West Virginia,211.29000000000002,422.58000000000004,14.0,56
Call,2,Arizona,46.782222222222224,421.04,9.333333333333334,84
Call,0,Tennessee,46.587777777777774,419.28999999999996,9.11111111111111,82
Email and call,5,New Mexico,209.635,419.27,14.0,28
Email and call,7,Maryland,209.51,419.02,13.75,55
Email and call,0,Utah,208.755,417.51,14.0,28
Email and call,12,Michigan,208.45499999999998,416.90999999999997,13.5,27
Email and call,16,Texas,208.445,416.89,14.0,28
Email and call,5,Massachusetts,207.98,415.96,14.0,28
Call,9,North Carolina,41.569,415.69,8.3,83
Email,12,Maryland,103.9175,415.67,10.5,42
Email and call,7,Nevada,207.51,415.02,13.5,27
Email,12,Louisiana,103.7,414.8,10.25,41
Email and call,10,Iowa,207.245,414.49,13.5,27
Email and call,4,Alabama,206.995,413.99,14.0,42
Email and call,12,South Carolina,206.905,413.81,14.0,28
Email and call,8,Pennsylvania,137.91,413.73,9.75,39
Email and call,5,Minnesota,206.41,412.82,13.0,52
Email and call,6,South Carolina,206.23000000000002,412.46000000000004,13.5,27
Email and call,4,Missouri,206.195,412.39,12.333333333333334,37
Email,4,West Virginia,103.095,412.38,10.5,42
Email and call,2,West Virginia,206.17000000000002,412.34000000000003,13.5,27
Email and call,7,Louisiana,206.03,412.06,13.5,27
Email,0,West Virginia,102.935,411.74,10.25,41
Call,1,Kansas,45.733333333333334,411.6,9.0,81
Call,1,Mississippi,51.40875,411.27,10.25,82
Email and call,6,Nebraska,205.57,411.14,13.5,27
Call,6,Indiana,51.28875,410.31,10.444444444444445,94
Email,8,Maryland,102.51750000000001,410.07000000000005,10.25,41
Email and call,10,Ohio,136.62666666666667,409.88,9.75,39
Email and call,8,New Jersey,204.81,409.62,13.5,27
Email,11,Minnesota,102.15,408.6,10.5,42
Email and call,6,Nevada,203.735,407.47,13.5,27
Email,6,Oregon,101.8625,407.45,10.25,41
Email,11,Illinois,101.57,406.28,10.25,41
Email and call,12,Illinois,202.99,405.98,13.5,27
Call,0,Oregon,45.105555555555554,405.95,9.0,81
Email and call,11,Wisconsin,202.91,405.82,13.5,27
Email and call,4,Delaware,202.865,405.73,13.5,27
Email,14,Washington,101.3475,405.39,10.25,41
Call,8,Florida,44.96222222222222,404.66,8.9,89
Email and call,1,Wyoming,202.025,404.05,13.5,27
Email,4,Delaware,100.9875,403.95,10.0,40
Email,12,Oklahoma,100.6325,402.53,10.0,40
Email,1,Rhode Island,100.36,401.44,10.0,40
Call,3,Oregon,50.15375,401.23,10.0,80
Email,2,Delaware,100.1875,400.75,10.166666666666666,61
Call,4,Oregon,49.99125,399.93,9.88888888888889,89
Call,6,Arizona,49.7825,398.26,9.875,79
Email,12,Georgia,99.52,398.08,10.0,40
Call,7,Georgia,44.12555555555556,397.13,8.777777777777779,79
Email,1,Montana,98.6725,394.69,9.75,39
Email,15,Illinois,98.47,393.88,10.0,40
Call,5,Ohio,49.22125,393.77,9.4,94
Call,7,North Carolina,48.816250000000004,390.53000000000003,9.75,78
Email,7,Colorado,97.325,389.3,9.75,39
Email and call,0,Mississippi,194.325,388.65,12.5,25
Email,4,Montana,96.9925,387.97,9.5,38
Email and call,19,New Jersey,193.14999999999998,386.29999999999995,12.5,25
Email,4,Iowa,96.555,386.22,9.75,39
Email,7,Massachusetts,96.4925,385.97,9.833333333333334,59
Email and call,10,Massachusetts,192.885,385.77,13.0,26
Email,9,Iowa,96.32,385.28,9.75,39
Email,14,Ohio,96.2625,385.05,9.5,38
Call,12,California,42.733333333333334,384.6,8.555555555555555,77
Email,9,Connecticut,96.0,384.0,9.75,39
Email and call,6,Iowa,191.48000000000002,382.96000000000004,13.0,26
Call,6,Georgia,47.7225,381.78,9.7,97
Email and call,11,Connecticut,190.805,381.61,12.5,25
Call,7,Illinois,42.38777777777778,381.49,8.333333333333334,75
Call,9,Illinois,47.56625,380.53,9.375,75
Email and call,11,Oregon,190.2,380.4,13.0,26
Email and call,7,Pennsylvania,189.425,378.85,12.5,25
Email and call,9,New Mexico,189.35,378.7,12.5,25
Email and call,17,South Carolina,189.32999999999998,378.65999999999997,12.5,25
Email,8,Idaho,94.5925,378.37,9.25,37
Call,0,Minnesota,47.2225,377.78,9.375,75
Email and call,14,California,188.84,377.68,13.333333333333334,40
Email and call,9,Maryland,188.84,377.68,13.0,26
Email and call,5,Kentucky,188.755,377.51,13.0,26
Email and call,1,South Dakota,188.67000000000002,377.34000000000003,12.5,25
Email and call,9,Pennsylvania,188.51999999999998,377.03999999999996,11.333333333333334,34
Email and call,1,Vermont,188.46,376.92,13.333333333333334,40
Email,0,Hawaii,94.21000000000001,376.84000000000003,9.5,38
Email and call,15,Texas,188.38,376.76,12.333333333333334,37
Email,7,Mississippi,94.0675,376.27,9.25,37
Email and call,14,Pennsylvania,188.01,376.02,13.0,26
Email and call,17,Texas,187.87,375.74,12.5,25
Email and call,7,Michigan,187.69,375.38,12.666666666666666,38
Email and call,9,Illinois,187.25,374.5,12.5,25
Call,2,Colorado,46.7925,374.34,9.375,75
Call,10,New York,41.58888888888889,374.3,8.222222222222221,74
Email,12,New Jersey,93.5175,374.07,9.8,49
Email and call,8,Wisconsin,186.815,373.63,12.333333333333334,37
Email,5,Mississippi,93.2425,372.97,9.8,49
Email,9,South Carolina,93.1725,372.69,9.25,37
Email and call,13,Missouri,186.02,372.04,12.25,49
Email and call,7,Oregon,185.985,371.97,12.5,25
Email and call,9,Mississippi,185.885,371.77,12.5,25
Email,4,Wyoming,92.785,371.14,9.6,48
Email and call,5,Idaho,185.26,370.52,12.5,25
Email and call,6,Virginia,185.22,370.44,13.0,52
Email and call,20,New York,185.09,370.18,12.0,24
Email,11,Massachusetts,92.4775,369.91,9.25,37
Email,8,Louisiana,92.4725,369.89,9.0,36
Email,8,Maine,92.045,368.18,9.25,37
Email,2,Alaska,92.0375,368.15,9.0,45
Email,6,Kentucky,91.8625,367.45,9.25,37
Email and call,1,Nebraska,183.065,366.13,12.5,25
Email and call,0,Wyoming,182.545,365.09,12.5,25
Email and call,15,Washington,182.305,364.61,12.0,24
Email and call,17,California,182.24,364.48,11.333333333333334,34
Email and call,5,Kansas,182.07999999999998,364.15999999999997,12.0,24
Email,1,Maine,91.0325,364.13,9.0,45
Email,14,Michigan,91.02,364.08,9.0,36
Call,4,Virginia,51.924285714285716,363.47,10.5,84
Email and call,17,Michigan,181.655,363.31,12.0,24
Email,10,Mississippi,90.6325,362.53,8.75,35
Call,5,Kentucky,45.238749999999996,361.90999999999997,9.125,73
Email and call,9,Washington,180.69,361.38,11.333333333333334,34
Email and call,8,Kentucky,180.325,360.65,12.0,24
Email and call,11,Illinois,180.21499999999997,360.42999999999995,12.0,24
Email,19,California,90.0925,360.37,9.0,36
Call,4,Missouri,45.019999999999996,360.15999999999997,9.0,72
Email and call,5,Arizona,179.755,359.51,12.0,48
Email,12,North Carolina,89.8675,359.47,9.0,36
Email and call,7,Arkansas,179.505,359.01,12.0,24
Call,2,Virginia,51.24571428571428,358.71999999999997,10.375,83
Email,12,Ohio,89.62,358.48,9.0,36
Email and call,11,Minnesota,178.7,357.4,12.0,24
Call,4,Arizona,51.02285714285714,357.15999999999997,10.625,85
Email and call,7,Kansas,178.57,357.14,12.0,24
Call,5,Georgia,50.98428571428571,356.89,10.285714285714286,72
Email,7,Maryland,89.0325,356.13,8.75,35
Email,21,Pennsylvania,88.6625,354.65,8.75,35
Call,12,New York,50.52857142857143,353.70000000000005,9.857142857142858,69
Email and call,11,Florida,176.82999999999998,353.65999999999997,12.0,36
Email and call,9,Georgia,176.57,353.14,11.5,23
Call,3,Arizona,44.02125,352.17,8.75,70
Email and call,2,Alabama,173.77499999999998,347.54999999999995,11.0,44
Email,18,Texas,86.725,346.9,8.8,44
Email and call,12,Indiana,172.85,345.7,11.5,23
Email,12,Missouri,115.03666666666668,345.11,11.666666666666666,35
Email,10,Oklahoma,85.36,341.44,8.5,34
Call,2,Kentucky,42.675,341.4,8.375,67
Email,9,Massachusetts,85.2525,341.01,9.0,45
Call,14,Texas,48.62714285714286,340.39,9.25,74
Call,2,Connecticut,42.52875,340.23,8.5,68
Call,5,Tennessee,42.39375,339.15,8.625,69
Call,5,Louisiana,48.23285714285714,337.63,9.571428571428571,67
Call,5,Oklahoma,48.18,337.26,9.75,78
Email and call,9,Michigan,168.57999999999998,337.15999999999997,11.666666666666666,35
Email and call,21,New York,168.45499999999998,336.90999999999997,11.0,22
Email and call,10,Wisconsin,167.795,335.59,11.0,22
